question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
(형사법무) 사건의 (변호사인원) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,746,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:24.653459,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 관련 (법적정확성) 통계를 (2025년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,747,형사법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:25.868165,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (조세법무) 전문 변호사의 (변호사인원)와 (부산변협) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,748,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:27.106223,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(노동법무) 관련 (시장점유율) 통계를 (2024년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,749,노동법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:28.326884,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (김해) (기업법무) 분야의 (총비용)를 알려줘.,정보조회,보통,동래,KO,750,기업법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:29.566674,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(기업법무) 관련 (변호사인원) 통계를 (최근3년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,751,기업법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:30.813417,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(김해)에서 (금융법무) 전문 로펌을 어디서 찾을 수 있나요?,정보조회,쉬움,동래,KO,752,금융법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:32.035630,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산연제구)에서 (지적재산권) 전문 변호사의 (해결율)와 (부산법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,753,지적재산권,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:33.286959,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (의료헬스케어법무) 전문 변호사의 (성공보수)와 (대법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,754,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:34.543817,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2024년) 기준 (부산) (의료헬스케어법무) 분야의 (해결율)를 알려줘.,정보조회,보통,동래,KO,755,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:35.785373,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (부산) (지적재산권) 분야의 (전문성)를 알려줘.,정보조회,보통,동래,KO,756,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:37.136622,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(계약법무) 관련 (총비용) 통계를 (2019-2023년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,757,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:38.404481,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 사건의 (고객대응품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,758,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:39.628720,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부울경) (형사법무) 변호사 (고객만족도) 평균은?,거래상담,보통,동래,KO,759,형사법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:40.865091,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (부산) (소송및분쟁해결) 변호사 (사건처리속도) 평균은?,거래상담,보통,동래,KO,760,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:42.087551,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (양산) (환경법무) 변호사 (착수금) 평균은?,거래상담,보통,동래,KO,761,환경법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:43.356341,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (형사법무) 사건의 (승소율)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,762,형사법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:44.659117,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산연제구) (형사법무) 변호사 (파트너수) 평균은?,거래상담,보통,동래,KO,763,형사법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:45.886838,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부산) (부동산법무) 변호사 (해결율) 평균은?,거래상담,보통,동래,KO,764,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:47.103617,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산해운대) (개인정보보호) 변호사 (성공보수) 평균은?,거래상담,보통,동래,KO,765,개인정보보호,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:48.341946,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(개인정보보호) 사건의 (서비스품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,766,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:49.557594,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(개인정보보호) 관련 (파트너수) 통계를 (10년추세) 기간으로 정리해주세요.,정보조회,보통,동래,KO,767,개인정보보호,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:50.778011,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부산) (지적재산권) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,768,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:52.008843,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(경남)에서 (건설인프라법무) 전문 변호사의 (승소율)와 (부산지법) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,769,건설인프라법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:53.245438,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산)에서 (노동법무) 전문 변호사의 (전문인력)와 (부산지방법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,770,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:54.476716,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(노동법무) 관련 (전문성) 통계를 (최근3년) 기간으로 정리해주세요.,정보조회,보통,동래,KO,771,노동법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:55.726162,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부산) (부동산법무) 분야의 (수임료)를 알려줘.,정보조회,보통,동래,KO,772,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:56.974210,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (김해) (IT통신법무) 분야의 (고객대응품질)를 알려줘.,정보조회,보통,동래,KO,773,IT통신법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:58.218314,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2025년) 기준 (창원) (의료헬스케어법무) 분야의 (성공보수)를 알려줘.,정보조회,보통,동래,KO,774,의료헬스케어법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:42:59.462660,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (울산) (의료헬스케어법무) 분야의 (승소율)를 알려줘.,정보조회,보통,동래,KO,775,의료헬스케어법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:00.718074,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(형사법무) 사건의 (사건처리속도)는 대략 어느 정도인가요?,정보조회,쉬움,동래,KO,776,형사법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:01.987701,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(IT통신법무) 관련 (법적정확성) 통계를 (팬데믹이후) 기간으로 정리해주세요.,정보조회,보통,동래,KO,777,IT통신법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:03.292772,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(계약법무) 사건의 (서비스품질) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,778,계약법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:04.543084,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(부산서면)에서 (계약법무) 전문 변호사의 (전문인력)와 (법무부통계) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,779,계약법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:05.791853,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(10년추세) 기준 (부산) (노동법무) 분야의 (브랜드인지도)를 알려줘.,정보조회,보통,동래,KO,780,노동법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:07.022026,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(경남)에서 (형사법무) 전문 변호사의 (서비스품질)와 (법률신문) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,781,형사법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:08.255741,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근3년) 기준 (부산) (건설인프라법무) 변호사 (시장점유율) 평균은?,거래상담,보통,동래,KO,782,건설인프라법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:09.499503,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (건설인프라법무) 사건의 (파트너수)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,783,건설인프라법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:10.721116,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부산) (소송및분쟁해결) 변호사 (승소율) 평균은?,거래상담,보통,동래,KO,784,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:11.977697,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(조세법무) 사건의 (파트너수) 기준과 (창원) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,785,조세법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:13.190217,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (지적재산권) 사건의 (전문성)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,786,지적재산권,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:14.430984,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부울경) (지적재산권) 변호사 (고객만족도) 평균은?,거래상담,보통,동래,KO,787,지적재산권,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:15.699558,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(금융법무) 사건의 (전문인력) 기준과 (부울경) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,788,금융법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:16.951863,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (양산) (의료헬스케어법무) 변호사 (해결율) 평균은?,거래상담,보통,동래,KO,789,의료헬스케어법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:18.185577,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(지적재산권) 사건의 (고객만족도) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,거래상담,보통,동래,KO,790,지적재산권,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:19.554327,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(경남)에서 (지적재산권) 전문 변호사의 (파트너수)와 (대법원) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,791,지적재산권,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:20.767863,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(팬데믹이후) 기준 (부산) (개인정보보호) 분야의 (수임료)를 알려줘.,정보조회,보통,동래,KO,792,개인정보보호,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:22.053809,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(양산)에서 (의료헬스케어법무) 전문 변호사의 (승소율)와 (법원행정처) 정보를 종합해서 설명해주세요.,정보조회,보통,동래,KO,793,의료헬스케어법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:23.282603,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(2019-2023년) 기준 (부산) (부동산법무) 변호사 (변호사인원) 평균은?,거래상담,보통,동래,KO,794,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:24.535467,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (부동산법무) 사건의 (파트너수)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,795,부동산법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:25.784161,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
(최근5년) 기준 (부산) (환경법무) 변호사 (총비용) 평균은?,거래상담,보통,동래,KO,796,환경법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:27.018510,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 (금융법무) 사건의 (전문인력)와 서비스 내용을 상담받고 싶습니다.,거래상담,보통,동래,KO,797,금융법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T16:43:28.246790,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
