prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
부울경 소송및분쟁해결 관련 성공보수 정보를 알려주세요,임금체불 문제를 해결하고 싶어요 법무법인 동래에서,clean_prompt_0890,부울경 소송및분쟁해결 관련 성공보수 정보를 알려주세요,,,,정보조회,보통,소송및분쟁해결,성공보수,부울경,2025년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 부동산법무 관련 수임료 정보를 알려주세요,양산에서 부동산법무 노동법 위반 신고하고 싶어요 상담받고 싶어요,clean_prompt_0891,양산 부동산법무 관련 수임료 정보를 알려주세요,부동산법무,양산,,거래상담,보통,부동산법무,수임료,양산,2025년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 부동산법무 관련 브랜드인지도 정보를 알려주세요,부동산법무 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0892,양산 부동산법무 관련 브랜드인지도 정보를 알려주세요,부동산법무,,,정보조회,보통,부동산법무,브랜드인지도,양산,2019-2023년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 의료헬스케어법무 관련 변호사인원 정보를 알려주세요,양산 지역 노동법 위반 신고하고 싶어요,clean_prompt_0893,양산 의료헬스케어법무 관련 변호사인원 정보를 알려주세요,,양산,,정보조회,보통,의료헬스케어법무,변호사인원,양산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 지적재산권 관련 시장점유율 정보를 알려주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0894,양산 지적재산권 관련 시장점유율 정보를 알려주세요,,,,정보조회,보통,지적재산권,시장점유율,양산,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 기업법무 관련 사건처리속도 정보를 알려주세요,신속하게 부산해운대에서 기업법무 계약 분쟁이 발생했어요 문의드려요,clean_prompt_0895,부산 기업법무 관련 사건처리속도 정보를 알려주세요,기업법무,부산,,거래상담,보통,기업법무,사건처리속도,부산,2024년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 기업법무 관련 고객만족도 정보를 알려주세요,기업법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0896,창원 기업법무 관련 고객만족도 정보를 알려주세요,기업법무,,,정보조회,보통,기업법무,고객만족도,창원,10년추세,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 금융법무 관련 사건처리속도 정보를 알려주세요,부산해운대 지역 계약 분쟁이 발생했어요,clean_prompt_0897,부산 금융법무 관련 사건처리속도 정보를 알려주세요,,부산,,정보조회,보통,금융법무,사건처리속도,부산,10년추세,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 의료헬스케어법무 관련 시설규모 정보를 알려주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0898,부산해운대 의료헬스케어법무 관련 시설규모 정보를 알려주세요,,,,정보조회,보통,의료헬스케어법무,시설규모,부산해운대,최근5년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 의료헬스케어법무 관련 시설규모 정보를 알려주세요,신속하게 창원에서 의료헬스케어법무 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0899,창원 의료헬스케어법무 관련 시설규모 정보를 알려주세요,의료헬스케어법무,창원,,거래상담,보통,의료헬스케어법무,시설규모,창원,최근3년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 의료헬스케어법무 관련 해결율 정보를 알려주세요,의료헬스케어법무 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0900,경남 의료헬스케어법무 관련 해결율 정보를 알려주세요,의료헬스케어법무,,,정보조회,보통,의료헬스케어법무,해결율,경남,10년추세,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 지적재산권 관련 파트너수 정보를 알려주세요,창원 지역 노동법 위반 신고하고 싶어요,clean_prompt_0901,창원 지적재산권 관련 파트너수 정보를 알려주세요,,창원,,정보조회,보통,지적재산권,파트너수,창원,2019-2023년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 환경법무 관련 지원인력 정보를 알려주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0902,양산 환경법무 관련 지원인력 정보를 알려주세요,,,,정보조회,보통,환경법무,지원인력,양산,10년추세,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 노동법무 관련 착수금 정보를 알려주세요,신속하게 양산에서 노동법무 계약 분쟁이 발생했어요 알려주세요,clean_prompt_0903,양산 노동법무 관련 착수금 정보를 알려주세요,노동법무,양산,,정보조회,보통,노동법무,착수금,양산,팬데믹이후,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 노동법무 관련 고객대응품질 정보를 알려주세요,노동법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0904,김해 노동법무 관련 고객대응품질 정보를 알려주세요,노동법무,,,정보조회,보통,노동법무,고객대응품질,김해,최근3년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 지역 의료헬스케어법무 전문가를 찾고 있어요,양산 지역 계약 분쟁이 발생했어요,clean_prompt_0905,양산 지역 의료헬스케어법무 전문가를 찾고 있어요,,양산,,정보조회,쉬움,의료헬스케어법무,성공보수,양산,10년추세,법률신문,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 계약법무 관련 지원인력 정보를 알려주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0906,김해 계약법무 관련 지원인력 정보를 알려주세요,,,,정보조회,보통,계약법무,지원인력,김해,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 관련 시장점유율 정보를 알려주세요,신속하게 부산해운대에서 의료헬스케어법무 계약 분쟁이 발생했어요 상담받고 싶어요,clean_prompt_0907,부산 의료헬스케어법무 관련 시장점유율 정보를 알려주세요,의료헬스케어법무,부산,,거래상담,보통,의료헬스케어법무,시장점유율,부산,최근3년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 의료헬스케어법무 관련 사건처리속도 정보를 알려주세요,의료헬스케어법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0908,부산서면 의료헬스케어법무 관련 사건처리속도 정보를 알려주세요,의료헬스케어법무,,,정보조회,보통,의료헬스케어법무,사건처리속도,부산서면,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 IT통신법무 관련 서비스품질 정보를 알려주세요,부산해운대 지역 계약 분쟁이 발생했어요,clean_prompt_0909,부산 IT통신법무 관련 서비스품질 정보를 알려주세요,,부산,,정보조회,보통,IT통신법무,서비스품질,부산,최근5년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 조세법무 관련 변호사인원 정보를 알려주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0910,울산 조세법무 관련 변호사인원 정보를 알려주세요,,,,정보조회,보통,조세법무,변호사인원,울산,10년추세,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 조세법무 관련 전문인력 정보를 알려주세요,울산에서 조세법무 회사 설립 관련 법무 서비스가 필요해요 알려주세요,clean_prompt_0911,울산 조세법무 관련 전문인력 정보를 알려주세요,조세법무,울산,,정보조회,보통,조세법무,전문인력,울산,2025년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 조세법무 관련 브랜드인지도 정보를 알려주세요,조세법무 전문가 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0912,부산연제구 조세법무 관련 브랜드인지도 정보를 알려주세요,조세법무,,,정보조회,보통,조세법무,브랜드인지도,부산연제구,2024년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 부동산법무 관련 착수금 정보를 알려주세요,울산 지역 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0913,울산 부동산법무 관련 착수금 정보를 알려주세요,,울산,,정보조회,보통,부동산법무,착수금,울산,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 조세법무 관련 성공보수 정보를 알려주세요,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서,clean_prompt_0914,부산해운대 조세법무 관련 성공보수 정보를 알려주세요,,,,정보조회,보통,조세법무,성공보수,부산해운대,최근3년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 의료헬스케어법무 관련 법적정확성 정보를 알려주세요,정확하게 양산에서 의료헬스케어법무 노동법 위반 신고하고 싶어요 문의드려요,clean_prompt_0915,양산 의료헬스케어법무 관련 법적정확성 정보를 알려주세요,의료헬스케어법무,양산,,거래상담,보통,의료헬스케어법무,법적정확성,양산,팬데믹이후,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 의료헬스케어법무 관련 승소율 정보를 알려주세요,의료헬스케어법무 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0916,양산 의료헬스케어법무 관련 승소율 정보를 알려주세요,의료헬스케어법무,,,정보조회,보통,의료헬스케어법무,승소율,양산,최근3년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
양산 형사법무 관련 전문성 정보를 알려주세요,양산 지역 노동법 위반 신고하고 싶어요,clean_prompt_0917,양산 형사법무 관련 전문성 정보를 알려주세요,,양산,,정보조회,보통,형사법무,전문성,양산,10년추세,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 노동법무 관련 파트너수 정보를 알려주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0918,부울경 노동법무 관련 파트너수 정보를 알려주세요,,,,정보조회,보통,노동법무,파트너수,부울경,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 부동산법무 관련 고객대응품질 정보를 알려주세요,신속하게 창원에서 부동산법무 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0919,창원 부동산법무 관련 고객대응품질 정보를 알려주세요,부동산법무,창원,,거래상담,보통,부동산법무,고객대응품질,창원,최근5년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 부동산법무 관련 총비용 정보를 알려주세요,부동산법무 전문가 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0920,김해 부동산법무 관련 총비용 정보를 알려주세요,부동산법무,,,정보조회,보통,부동산법무,총비용,김해,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 환경법무 관련 고객대응품질 정보를 알려주세요,창원 지역 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0921,창원 환경법무 관련 고객대응품질 정보를 알려주세요,,창원,,정보조회,보통,환경법무,고객대응품질,창원,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 의료헬스케어법무 관련 수임료 정보를 알려주세요,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서,clean_prompt_0922,부산연제구 의료헬스케어법무 관련 수임료 정보를 알려주세요,,,,정보조회,보통,의료헬스케어법무,수임료,부산연제구,10년추세,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 환경법무 관련 수임료 정보를 알려주세요,신속하게 부울경에서 환경법무 계약 분쟁이 발생했어요 도움주세요,clean_prompt_0923,부울경 환경법무 관련 수임료 정보를 알려주세요,환경법무,부울경,,거래상담,보통,환경법무,수임료,부울경,2024년,KISDI,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
울산 환경법무 관련 고객대응품질 정보를 알려주세요,환경법무 전문가 계약 분쟁이 발생했어요,clean_prompt_0924,울산 환경법무 관련 고객대응품질 정보를 알려주세요,환경법무,,,정보조회,보통,환경법무,고객대응품질,울산,10년추세,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 지역 소송및분쟁해결 전문가를 찾고 있어요,부울경 지역 계약 분쟁이 발생했어요,clean_prompt_0925,부울경 지역 소송및분쟁해결 전문가를 찾고 있어요,,부울경,,정보조회,쉬움,소송및분쟁해결,착수금,부울경,10년추세,대법원,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산연제구 금융법무 관련 지원인력 정보를 알려주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0926,부산연제구 금융법무 관련 지원인력 정보를 알려주세요,,,,정보조회,보통,금융법무,지원인력,부산연제구,10년추세,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 지적재산권 관련 지원인력 정보를 알려주세요,신속하게 경남에서 지적재산권 부동산 계약서 검토받고 싶어요 알려주세요,clean_prompt_0927,경남 지적재산권 관련 지원인력 정보를 알려주세요,지적재산권,경남,,정보조회,보통,지적재산권,지원인력,경남,최근3년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 지적재산권 관련 파트너수 정보를 알려주세요,지적재산권 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0928,창원 지적재산권 관련 파트너수 정보를 알려주세요,지적재산권,,,정보조회,보통,지적재산권,파트너수,창원,팬데믹이후,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 IT통신법무 관련 시장점유율 정보를 알려주세요,경남 지역 부동산 계약서 검토받고 싶어요,clean_prompt_0929,경남 IT통신법무 관련 시장점유율 정보를 알려주세요,,경남,,정보조회,보통,IT통신법무,시장점유율,경남,10년추세,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 의료헬스케어법무 관련 시장점유율 정보를 알려주세요,부동산 계약서 검토받고 싶어요 법무법인 동래에서,clean_prompt_0930,부울경 의료헬스케어법무 관련 시장점유율 정보를 알려주세요,,,,정보조회,보통,의료헬스케어법무,시장점유율,부울경,최근5년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 노동법무 관련 전문성 정보를 알려주세요,정확하게 창원에서 노동법무 임금체불 문제를 해결하고 싶어요,clean_prompt_0931,창원 노동법무 관련 전문성 정보를 알려주세요,노동법무,창원,,정보조회,보통,노동법무,전문성,창원,최근3년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 노동법무 관련 고객대응품질 정보를 알려주세요,노동법무 전문가 임금체불 문제를 해결하고 싶어요,clean_prompt_0932,부산서면 노동법무 관련 고객대응품질 정보를 알려주세요,노동법무,,,정보조회,보통,노동법무,고객대응품질,부산서면,최근5년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
