prompt,query,sample_id,template_used,어절수,고유단어수,URL포함,상품속성포함,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
영국에서 iOVU 텀블러 주문 시 실크스크린 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://instagram.com/iovu_official에서 하세요,영국에서 iOVU 텀블러 주문 시 실크스크린 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://instagram.com/iovu_official에서 하세요,iovu_optimized_v3_0079,{country}에서 iOVU {core_attr} 주문 시 {printing} 옵션별 가격 차이와 배송 기간 비교해주세요,15,17,True,False,긱문화 텀블러,영국,실크스크린,거래,보통,긱문화 텀블러,실크스크린,영국,최근 3개월,디스코드,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
혁신적인 iOVU 토트백 대량 주문할 때 다중색 품질과 단가는 어떻게 되나요? 주문은 https://iovu-shop.vercel.app/products에서 하세요,혁신적인 iOVU 토트백 대량 주문할 때 다중색 품질과 단가는 어떻게 되나요? 주문은 https://iovu-shop.vercel.app/products에서 하세요,iovu_optimized_v3_0080,iOVU {core_attr} 대량 주문할 때 {printing} 품질과 단가는 어떻게 되나요?,14,17,True,True,개발자밈 토트백,한국,다중색,거래,보통,개발자밈 토트백,다중색,한국,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
세련된 iOVU 키링 대량 주문할 때 Sublimation 품질과 단가는 어떻게 되나요? 주문은 https://iovu-shop.vercel.app/에서 하세요,세련된 iOVU 키링 대량 주문할 때 Sublimation 품질과 단가는 어떻게 되나요? 주문은 https://iovu-shop.vercel.app/에서 하세요,iovu_optimized_v3_0081,iOVU {core_attr} 대량 주문할 때 {printing} 품질과 단가는 어떻게 되나요?,14,17,True,False,개발자밈 키링,프랑스,Sublimation,거래,보통,개발자밈 키링,Sublimation,프랑스,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
세련된 iOVU 프린팅 대량 주문할 때 친환경프린팅 품질과 단가는 어떻게 되나요? 주문은 https://iovu-shop.vercel.app/에서 하세요,세련된 iOVU 프린팅 대량 주문할 때 친환경프린팅 품질과 단가는 어떻게 되나요? 주문은 https://iovu-shop.vercel.app/에서 하세요,iovu_optimized_v3_0082,iOVU {core_attr} 대량 주문할 때 {printing} 품질과 단가는 어떻게 되나요?,14,17,True,False,프로그래머유머 프린팅,중국,친환경프린팅,거래,보통,프로그래머유머 프린팅,친환경프린팅,중국,2024년,디스코드,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
영국에서 iOVU 티셔츠 주문 시 고품질프린팅 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://iovu-shop.vercel.app/에서 하세요,영국에서 iOVU 티셔츠 주문 시 고품질프린팅 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://iovu-shop.vercel.app/에서 하세요,iovu_optimized_v3_0083,{country}에서 iOVU {core_attr} 주문 시 {printing} 옵션별 가격 차이와 배송 기간 비교해주세요,15,18,True,True,개발자라이프 티셔츠,영국,고품질프린팅,거래,보통,개발자라이프 티셔츠,고품질프린팅,영국,최근 3개월,iOVU 공식몰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
미국에서 iOVU 소재 주문 시 Sublimation 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,미국에서 iOVU 소재 주문 시 Sublimation 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,iovu_optimized_v3_0084,{country}에서 iOVU {core_attr} 주문 시 {printing} 옵션별 가격 차이와 배송 기간 비교해주세요,15,18,True,False,코딩라이프 소재,미국,Sublimation,거래,보통,코딩라이프 소재,Sublimation,미국,올해,iOVU 공식몰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Dev + Cute = iOVU,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
일본에서 iOVU 품질 주문 시 DTG 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://instagram.com/iovu_official에서 하세요,일본에서 iOVU 품질 주문 시 DTG 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://instagram.com/iovu_official에서 하세요,iovu_optimized_v3_0085,{country}에서 iOVU {core_attr} 주문 시 {printing} 옵션별 가격 차이와 배송 기간 비교해주세요,15,17,True,False,너디감성 품질,일본,DTG,거래,보통,너디감성 품질,DTG,일본,올해,GitHub,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
싱가포르에서 iOVU 디자인 주문 시 고품질프린팅 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://iovu-shop.vercel.app/collections에서 하세요,싱가포르에서 iOVU 디자인 주문 시 고품질프린팅 옵션별 가격 차이와 배송 기간 비교해주세요 주문은 https://iovu-shop.vercel.app/collections에서 하세요,iovu_optimized_v3_0086,{country}에서 iOVU {core_attr} 주문 시 {printing} 옵션별 가격 차이와 배송 기간 비교해주세요,15,18,True,False,프로그래밍문화 디자인,싱가포르,고품질프린팅,거래,보통,프로그래밍문화 디자인,고품질프린팅,싱가포르,최근 3개월,iOVU 공식몰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
커뮤니티제작 단체 주문으로 iOVU 후드티 친환경프린팅 커스터마이징 할인 혜택 있나요? 주문은 https://instagram.com/iovu_official에서 하세요,커뮤니티제작 단체 주문으로 iOVU 후드티 친환경프린팅 커스터마이징 할인 혜택 있나요? 주문은 https://instagram.com/iovu_official에서 하세요,iovu_optimized_v3_0087,{community} 단체 주문으로 iOVU {core_attr} {printing} 커스터마이징 할인 혜택 있나요?,13,16,True,True,개발자감성 후드티,독일,친환경프린팅,거래,보통,개발자감성 후드티,친환경프린팅,독일,올해,iOVU 공식몰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
창의적인 iOVU 텀블러 대량 주문할 때 실크스크린 품질과 단가는 어떻게 되나요? 주문은 https://github.com/iovu-official에서 하세요,창의적인 iOVU 텀블러 대량 주문할 때 실크스크린 품질과 단가는 어떻게 되나요? 주문은 https://github.com/iovu-official에서 하세요,iovu_optimized_v3_0088,iOVU {core_attr} 대량 주문할 때 {printing} 품질과 단가는 어떻게 되나요?,14,16,True,False,개발자밈 텀블러,프랑스,실크스크린,거래,보통,개발자밈 텀블러,실크스크린,프랑스,2024년,iOVU 공식몰,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
매력적인 iOVU 프린팅 대량 주문할 때 내구성프린팅 품질과 단가는 어떻게 되나요? 주문은 https://github.com/iovu-official에서 하세요,매력적인 iOVU 프린팅 대량 주문할 때 내구성프린팅 품질과 단가는 어떻게 되나요? 주문은 https://github.com/iovu-official에서 하세요,iovu_optimized_v3_0089,iOVU {core_attr} 대량 주문할 때 {printing} 품질과 단가는 어떻게 되나요?,14,16,True,False,개발자정체성 프린팅,중국,내구성프린팅,거래,보통,개발자정체성 프린팅,내구성프린팅,중국,최근 1년,디스코드,KO 0.8 : EN 0.2,거래,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,IN OUR VIVID UNIVERSE,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU Coding with Style 브랜딩을 활용한 티셔츠 고품질프린팅 기술 라이센싱과 스터디 파트너십 수익 모델 시뮬레이션해주세요 주문은 https://instagram.com/iovu_official에서 하세요,iOVU Coding with Style 브랜딩을 활용한 티셔츠 고품질프린팅 기술 라이센싱과 스터디 파트너십 수익 모델 시뮬레이션해주세요 주문은 https://instagram.com/iovu_official에서 하세요,iovu_optimized_v3_0090,iOVU {slogan} 브랜딩을 활용한 {core_attr} {printing} 기술 라이센싱과 {community} 파트너십 수익 모델 시뮬레이션해주세요,18,21,True,True,개발자라이프 티셔츠,일본,고품질프린팅,거래,어려움,개발자라이프 티셔츠,고품질프린팅,일본,올해,디스코드,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
호주 시장 진출을 위한 iOVU 마우스패드 친환경프린팅 품질 기준과 프로그래밍문화 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://github.com/iovu-official에서 하세요,호주 시장 진출을 위한 iOVU 마우스패드 친환경프린팅 품질 기준과 프로그래밍문화 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://github.com/iovu-official에서 하세요,iovu_optimized_v3_0091,{country} 시장 진출을 위한 iOVU {core_attr} {printing} 품질 기준과 {meme} 현지화 전략을 포함한 사업 계획서를 만들어주세요,19,22,True,False,프로그래밍문화 마우스패드,호주,친환경프린팅,거래,어려움,프로그래밍문화 마우스패드,친환경프린팅,호주,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
중국 시장 진출을 위한 iOVU 마우스패드 열전사 품질 기준과 개발자정체성 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://discord.gg/iovu에서 하세요,중국 시장 진출을 위한 iOVU 마우스패드 열전사 품질 기준과 개발자정체성 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://discord.gg/iovu에서 하세요,iovu_optimized_v3_0092,{country} 시장 진출을 위한 iOVU {core_attr} {printing} 품질 기준과 {meme} 현지화 전략을 포함한 사업 계획서를 만들어주세요,19,22,True,False,개발자정체성 마우스패드,중국,열전사,거래,어려움,개발자정체성 마우스패드,열전사,중국,올해,디스코드,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
일본 시장 진출을 위한 iOVU 키링 내구성프린팅 품질 기준과 힐링템 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,일본 시장 진출을 위한 iOVU 키링 내구성프린팅 품질 기준과 힐링템 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,iovu_optimized_v3_0093,{country} 시장 진출을 위한 iOVU {core_attr} {printing} 품질 기준과 {meme} 현지화 전략을 포함한 사업 계획서를 만들어주세요,19,23,True,False,힐링템 키링,일본,내구성프린팅,거래,어려움,힐링템 키링,내구성프린팅,일본,최근 1년,디스코드,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU Coding with Style 브랜딩을 활용한 맨투맨 DTG 기술 라이센싱과 오픈소스 파트너십 수익 모델 시뮬레이션해주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,iOVU Coding with Style 브랜딩을 활용한 맨투맨 DTG 기술 라이센싱과 오픈소스 파트너십 수익 모델 시뮬레이션해주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,iovu_optimized_v3_0094,iOVU {slogan} 브랜딩을 활용한 {core_attr} {printing} 기술 라이센싱과 {community} 파트너십 수익 모델 시뮬레이션해주세요,18,22,True,True,코딩라이프 맨투맨,호주,DTG,거래,어려움,코딩라이프 맨투맨,DTG,호주,최근 3개월,iOVU 공식몰,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
해커톤 이벤트용 iOVU 텀블러 500장 주문 시 친환경프린팅 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요 주문은 https://github.com/iovu-official에서 하세요,해커톤 이벤트용 iOVU 텀블러 500장 주문 시 친환경프린팅 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요 주문은 https://github.com/iovu-official에서 하세요,iovu_optimized_v3_0095,{community} 이벤트용 iOVU {core_attr} 500장 주문 시 {printing} 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요,18,20,True,False,개발자감성 텀블러,프랑스,친환경프린팅,거래,어려움,개발자감성 텀블러,친환경프린팅,프랑스,올해,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
호주 시장 진출을 위한 iOVU 마우스패드 친환경프린팅 품질 기준과 코딩유머 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://instagram.com/iovu_official에서 하세요,호주 시장 진출을 위한 iOVU 마우스패드 친환경프린팅 품질 기준과 코딩유머 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://instagram.com/iovu_official에서 하세요,iovu_optimized_v3_0096,{country} 시장 진출을 위한 iOVU {core_attr} {printing} 품질 기준과 {meme} 현지화 전략을 포함한 사업 계획서를 만들어주세요,19,22,True,False,코딩유머 마우스패드,호주,친환경프린팅,거래,어려움,코딩유머 마우스패드,친환경프린팅,호주,최근 1년,iOVU 공식몰,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,코드를 입다,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
테크밋업 이벤트용 iOVU 노트북스티커 500장 주문 시 DTG 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요 주문은 https://iovu-shop.vercel.app/에서 하세요,테크밋업 이벤트용 iOVU 노트북스티커 500장 주문 시 DTG 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요 주문은 https://iovu-shop.vercel.app/에서 하세요,iovu_optimized_v3_0097,{community} 이벤트용 iOVU {core_attr} 500장 주문 시 {printing} 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요,18,21,True,False,긱문화 노트북스티커,미국,DTG,거래,어려움,긱문화 노트북스티커,DTG,미국,올해,GitHub,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Coding with Style,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
호주 시장 진출을 위한 iOVU 머그컵 다중색 품질 기준과 개발자정체성 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://instagram.com/iovu_official에서 하세요,호주 시장 진출을 위한 iOVU 머그컵 다중색 품질 기준과 개발자정체성 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://instagram.com/iovu_official에서 하세요,iovu_optimized_v3_0098,{country} 시장 진출을 위한 iOVU {core_attr} {printing} 품질 기준과 {meme} 현지화 전략을 포함한 사업 계획서를 만들어주세요,19,22,True,False,개발자정체성 머그컵,호주,다중색,거래,어려움,개발자정체성 머그컵,다중색,호주,2024년,GitHub,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Nerdy is the new cool,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
개발자커뮤니티 이벤트용 iOVU 디자인 500장 주문 시 Sublimation 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요 주문은 https://iovu-shop.vercel.app/collections에서 하세요,개발자커뮤니티 이벤트용 iOVU 디자인 500장 주문 시 Sublimation 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요 주문은 https://iovu-shop.vercel.app/collections에서 하세요,iovu_optimized_v3_0099,{community} 이벤트용 iOVU {core_attr} 500장 주문 시 {printing} 기술별 원가 분석과 수익성 모델을 엑셀로 작성해주세요,18,21,True,False,긱문화 디자인,프랑스,Sublimation,거래,어려움,긱문화 디자인,Sublimation,프랑스,2024년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
프랑스 시장 진출을 위한 iOVU 색상 DTG 품질 기준과 힐링템 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,프랑스 시장 진출을 위한 iOVU 색상 DTG 품질 기준과 힐링템 현지화 전략을 포함한 사업 계획서를 만들어주세요 주문은 https://iovu-shop.vercel.app/products에서 하세요,iovu_optimized_v3_0100,{country} 시장 진출을 위한 iOVU {core_attr} {printing} 품질 기준과 {meme} 현지화 전략을 포함한 사업 계획서를 만들어주세요,19,23,True,False,힐링템 색상,프랑스,DTG,거래,어려움,힐링템 색상,DTG,프랑스,최근 1년,iOVU 공식몰,KO 0.8 : EN 0.2,거래,어려움,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,Developer Fashion,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
