question,intent,difficulty,domain,lang,original_index,practice_area,region,firm_name,eval_pass,eval_score,eval_reason,eval_timestamp,eval_raw
최근3년 기준 부산 의료헬스케어법무 분야의 파트너수를 알려줘요,정보조회,보통,동래,KO,800,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:11.940333,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 부울경 지적재산권 분야의 전문인력를 알려줘요,정보조회,보통,동래,KO,801,지적재산권,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:13.264495,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해 계약법무 분야 지원인력 현황을 10년추세 기준으로 알려줘요,정보조회,보통,동래,KO,802,계약법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:14.547574,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원에서 계약법무 전문 변호사의 승소율와 부산지법 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,803,계약법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:15.806009,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해에서 건설인프라법무 전문 변호사의 브랜드인지도와 부산법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,804,건설인프라법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:17.072845,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산에서 의료헬스케어법무 전문 변호사의 법적정확성와 부산변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,805,의료헬스케어법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:18.311653,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
기업법무 관련 수임료와 절차를 울산 기준으로 설명해주세요,거래상담,보통,동래,KO,806,기업법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:19.566675,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산에서 기업법무 전문 변호사의 시설규모와 대한변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,807,기업법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:20.859081,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
울산에서 계약법무 전문 변호사의 법적정확성와 법률신문 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,808,계약법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:22.214016,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 동안 창원 건설인프라법무 변호사 착수금 평균은?,정보조회,보통,동래,KO,809,건설인프라법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:23.610806,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
금융법무 사건의 사건처리속도 기준과 부울경 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,810,금융법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:24.938206,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근5년 기준 양산 금융법무 분야의 시간당비용를 알려줘요,정보조회,보통,동래,KO,811,금융법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:26.373525,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부동산법무 관련 해결율 통계를 최근5년 기간으로 정리해주세요,정보조회,보통,동래,KO,812,부동산법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:27.909086,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산서면에서 IT통신법무 전문 변호사의 전문인력와 법원행정처 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,813,IT통신법무,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:29.194965,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
개인정보보호 사건의 고객대응품질 기준과 부울경 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,814,개인정보보호,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:30.459905,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
개인정보보호 관련 변호사인원 통계를 최근5년 기간으로 정리해주세요,정보조회,보통,동래,KO,815,개인정보보호,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:31.723062,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 동안 부울경 IT통신법무 변호사 전문성 평균은?,정보조회,보통,동래,KO,816,IT통신법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:32.975061,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 부산연제구 형사법무 분야의 승소율를 알려줘요,정보조회,보통,동래,KO,817,형사법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:34.214052,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 계약법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,818,계약법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:35.449043,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
팬데믹이후 기준 창원 계약법무 분야의 지원인력를 알려줘요,정보조회,보통,동래,KO,819,계약법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:36.720503,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2019-2023년 동안 양산 건설인프라법무 변호사 성공보수 평균은?,정보조회,보통,동래,KO,820,건설인프라법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:37.970795,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
조세법무 관련 전문성 통계를 최근3년 기간으로 정리해주세요,정보조회,보통,동래,KO,821,조세법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:39.211298,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
지적재산권 사건의 파트너수 기준과 양산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,거래상담,보통,동래,KO,822,지적재산권,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:40.509748,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
지적재산권 관련 시설규모 통계를 팬데믹이후 기간으로 정리해주세요,정보조회,보통,동래,KO,823,지적재산권,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:41.834796,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
IT통신법무 관련 시간당비용 통계를 팬데믹이후 기간으로 정리해주세요,정보조회,보통,동래,KO,824,IT통신법무,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:43.077391,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
노동법무 관련 지원인력 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,825,노동법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:44.319888,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
기업법무 관련 착수금와 절차를 부산 기준으로 설명해주세요,거래상담,보통,동래,KO,826,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:45.557718,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 기업법무 분야 성공보수 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,827,기업법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:46.799817,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2024년 동안 부산 조세법무 변호사 지원인력 평균은?,정보조회,보통,동래,KO,828,조세법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:48.188693,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 금융법무 분야 성공보수 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,829,금융법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:49.516312,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 소송및분쟁해결 사건의 착수금와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,830,소송및분쟁해결,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:50.809391,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부울경 소송및분쟁해결 분야 파트너수 현황을 2019-2023년 기준으로 알려줘요,정보조회,보통,동래,KO,831,소송및분쟁해결,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:52.083202,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산 의료헬스케어법무 분야 브랜드인지도 현황을 팬데믹이후 기준으로 알려줘요,정보조회,보통,동래,KO,832,의료헬스케어법무,부산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:53.355154,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부울경에서 건설인프라법무 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,833,건설인프라법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:54.591591,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 형사법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,834,형사법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:55.853859,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 기준 부울경 형사법무 분야의 사건처리속도를 알려줘요,정보조회,보통,동래,KO,835,형사법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:57.099576,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 기준 울산 소송및분쟁해결 분야의 착수금를 알려줘요,정보조회,보통,동래,KO,836,소송및분쟁해결,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:58.357684,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
건설인프라법무 관련 파트너수 통계를 2024년 기간으로 정리해주세요,정보조회,보통,동래,KO,837,건설인프라법무,부산연제구,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:25:59.688951,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해 형사법무 분야 브랜드인지도 현황을 2024년 기준으로 알려줘요,정보조회,보통,동래,KO,838,형사법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:00.955397,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원에서 형사법무 전문 변호사의 고객만족도와 부산변협 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,839,형사법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:02.201552,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해 환경법무 분야 시설규모 현황을 2025년 기준으로 알려줘요,정보조회,보통,동래,KO,840,환경법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:03.452195,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
창원 IT통신법무 분야 지원인력 현황을 최근5년 기준으로 알려줘요,정보조회,보통,동래,KO,841,IT통신법무,창원,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:04.753836,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
2025년 기준 경남 IT통신법무 변호사 법적정확성 평균은?,거래상담,보통,동래,KO,842,IT통신법무,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:06.212351,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부산해운대 IT통신법무 분야 착수금 현황을 2024년 기준으로 알려줘요,정보조회,보통,동래,KO,843,IT통신법무,부산해운대,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:07.451217,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
소송및분쟁해결 관련 지원인력 통계를 2019-2023년 기간으로 정리해주세요,정보조회,보통,동래,KO,844,소송및분쟁해결,경남,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:08.675979,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
최근3년 기준 울산 개인정보보호 분야의 서비스품질를 알려줘요,정보조회,보통,동래,KO,845,개인정보보호,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:09.960011,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부울경 소송및분쟁해결 분야 해결율 현황을 2025년 기준으로 알려줘요,정보조회,보통,동래,KO,846,소송및분쟁해결,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:11.203974,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
소송및분쟁해결 관련 사건처리속도 통계를 2025년 기간으로 정리해주세요,정보조회,보통,동래,KO,847,소송및분쟁해결,양산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:12.482606,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부울경 개인정보보호 변호사 사건처리속도가 보통 얼마인가요?,정보조회,쉬움,동래,KO,848,개인정보보호,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:13.713416,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
IT통신법무 관련 변호사인원 통계를 2025년 기간으로 정리해주세요,정보조회,보통,동래,KO,849,IT통신법무,울산,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:14.968763,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
법무법인 동래에서 부동산법무 사건의 전문인력와 서비스 내용을 상담받고 싶습니다,거래상담,보통,동래,KO,850,부동산법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:16.251589,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
부울경에서 부동산법무 전문 변호사의 성공보수와 대법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,851,부동산법무,부울경,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:17.545227,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
김해에서 금융법무 전문 변호사의 법적정확성와 부산법원 정보를 종합해서 설명해주세요,정보조회,보통,동래,KO,852,금융법무,김해,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:18.903116,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
10년추세 기준 부산서면 지적재산권 분야의 시간당비용를 알려줘요,정보조회,보통,동래,KO,853,지적재산권,부산서면,법무법인 동래,False,0.0,"[""API_ERROR""]",2025-07-02T17:26:20.142953,"{""pass"": false, ""score"": 0.0, ""reason"": [""API_ERROR""], ""error"": ""Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}""}"
