prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
부산서면에서 IT통신법무 전문 변호사의 전문인력와 법원행정처 정보를 종합해서 설명해주세요,이혼 절차와 비용이 궁금합니다 법무법인 동래에서,clean_prompt_0814,부산서면에서 IT통신법무 전문 변호사의 전문인력와 법원행정처 정보를 종합해서 설명해주세요,,,,정보조회,보통,IT통신법무,전문인력,부산서면,2025년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 사건의 고객대응품질 기준과 부울경 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,정확하게 부울경에서 개인정보보호 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0815,개인정보보호 사건의 고객대응품질 기준과 부울경 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,개인정보보호,부울경,,거래상담,보통,개인정보보호,고객대응품질,부울경,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 변호사인원 통계를 최근5년 기간으로 정리해주세요,개인정보보호 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0816,개인정보보호 관련 변호사인원 통계를 최근5년 기간으로 정리해주세요,개인정보보호,,,정보조회,보통,개인정보보호,변호사인원,부산해운대,최근5년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 동안 부울경 IT통신법무 변호사 전문성 평균은?,부울경 지역 부동산 계약서 검토받고 싶어요,clean_prompt_0817,최근3년 동안 부울경 IT통신법무 변호사 전문성 평균은?,,부울경,,정보조회,보통,IT통신법무,전문성,부울경,최근3년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 부산연제구 형사법무 분야의 승소율를 알려줘요,부동산 계약서 검토받고 싶어요 법무법인 동래에서,clean_prompt_0818,2025년 기준 부산연제구 형사법무 분야의 승소율를 알려줘,,,,정보조회,보통,형사법무,승소율,부산연제구,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 계약법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,전문적으로 양산에서 계약법무 부동산 계약서 검토받고 싶어요 상담받고 싶어요,clean_prompt_0819,법무법인 동래에서 계약법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,계약법무,양산,,거래상담,보통,계약법무,승소율,양산,10년추세,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 창원 계약법무 분야의 지원인력를 알려줘요,계약법무 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0820,팬데믹이후 기준 창원 계약법무 분야의 지원인력를 알려줘,계약법무,,,정보조회,보통,계약법무,지원인력,창원,팬데믹이후,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2019-2023년 동안 양산 건설인프라법무 변호사 성공보수 평균은?,양산 지역 부동산 계약서 검토받고 싶어요,clean_prompt_0821,2019-2023년 동안 양산 건설인프라법무 변호사 성공보수 평균은?,,양산,,정보조회,보통,건설인프라법무,성공보수,양산,2019-2023년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
조세법무 관련 전문성 통계를 최근3년 기간으로 정리해주세요,부동산 계약서 검토받고 싶어요 법무법인 동래에서,clean_prompt_0822,조세법무 관련 전문성 통계를 최근3년 기간으로 정리해주세요,,,,정보조회,보통,조세법무,전문성,경남,최근3년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
지적재산권 사건의 파트너수 기준과 양산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,양산에서 지적재산권 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0823,지적재산권 사건의 파트너수 기준과 양산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,지적재산권,양산,,거래상담,보통,지적재산권,파트너수,양산,최근5년,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
지적재산권 관련 시설규모 통계를 팬데믹이후 기간으로 정리해주세요,지적재산권 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0824,지적재산권 관련 시설규모 통계를 팬데믹이후 기간으로 정리해주세요,지적재산권,,,정보조회,보통,지적재산권,시설규모,양산,팬데믹이후,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
IT통신법무 관련 시간당비용 통계를 팬데믹이후 기간으로 정리해주세요,양산 지역 노동법 위반 신고하고 싶어요,clean_prompt_0825,IT통신법무 관련 시간당비용 통계를 팬데믹이후 기간으로 정리해주세요,,양산,,정보조회,보통,IT통신법무,시간당비용,양산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 관련 지원인력 통계를 2019-2023년 기간으로 정리해주세요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0826,노동법무 관련 지원인력 통계를 2019-2023년 기간으로 정리해주세요,,,,정보조회,보통,노동법무,지원인력,김해,2019-2023년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
기업법무 관련 착수금와 절차를 부산 기준으로 설명해주세요,신속하게 부산서면에서 기업법무 부산에서 교통사고 변호사를 찾고 있어요 문의드려요,clean_prompt_0827,기업법무 관련 착수금와 절차를 부산 기준으로 설명해주세요,기업법무,부산,,거래상담,보통,기업법무,착수금,부산,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 기업법무 분야 성공보수 현황을 2019-2023년 기준으로 알려줘요,기업법무 전문가 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0828,부산 기업법무 분야 성공보수 현황을 2019-2023년 기준으로 알려줘,기업법무,부산,,정보조회,보통,기업법무,성공보수,부산,2019-2023년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 동안 부산 조세법무 변호사 지원인력 평균은?,부산서면 지역 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0829,2024년 동안 부산 조세법무 변호사 지원인력 평균은?,,부산,,정보조회,보통,조세법무,지원인력,부산,2024년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 금융법무 분야 성공보수 현황을 팬데믹이후 기준으로 알려줘요,부산에서 교통사고 변호사를 찾고 있어요 법무법인 동래에서,clean_prompt_0830,부산 금융법무 분야 성공보수 현황을 팬데믹이후 기준으로 알려줘,,부산,,정보조회,보통,금융법무,성공보수,부산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 소송및분쟁해결 사건의 착수금와 서비스 내용을 상담받고 싶습니다,정확하게 부산에서 소송및분쟁해결 특허 출원 절차가 궁금해요 문의드려요,clean_prompt_0831,법무법인 동래에서 소송및분쟁해결 사건의 착수금와 서비스 내용을 상담받고 싶습니다,소송및분쟁해결,부산,,거래상담,보통,소송및분쟁해결,착수금,부산,10년추세,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 소송및분쟁해결 분야 파트너수 현황을 2019-2023년 기준으로 알려줘요,소송및분쟁해결 전문가 특허 출원 절차가 궁금해요,clean_prompt_0832,부울경 소송및분쟁해결 분야 파트너수 현황을 2019-2023년 기준으로 알려줘,소송및분쟁해결,,,정보조회,보통,소송및분쟁해결,파트너수,부울경,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 분야 브랜드인지도 현황을 팬데믹이후 기준으로 알려줘요,부산 지역 특허 출원 절차가 궁금해요,clean_prompt_0833,부산 의료헬스케어법무 분야 브랜드인지도 현황을 팬데믹이후 기준으로 알려줘,,부산,,정보조회,보통,의료헬스케어법무,브랜드인지도,부산,팬데믹이후,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경에서 건설인프라법무 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,특허 출원 절차가 궁금해요 법무법인 동래에서,clean_prompt_0834,부울경에서 건설인프라법무 전문 변호사의 해결율와 대한변협 정보를 종합해서 설명해주세요,,,,정보조회,보통,건설인프라법무,해결율,부울경,10년추세,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 형사법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,급하게 울산에서 형사법무 부동산 계약서 검토받고 싶어요 도움주세요,clean_prompt_0835,법무법인 동래에서 형사법무 사건의 승소율와 서비스 내용을 상담받고 싶습니다,형사법무,울산,,거래상담,보통,형사법무,승소율,울산,팬데믹이후,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 기준 부울경 형사법무 분야의 사건처리속도를 알려줘요,형사법무 전문가 부동산 계약서 검토받고 싶어요,clean_prompt_0836,최근3년 기준 부울경 형사법무 분야의 사건처리속도를 알려줘,형사법무,,,정보조회,보통,형사법무,사건처리속도,부울경,최근3년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 기준 울산 소송및분쟁해결 분야의 착수금를 알려줘요,울산 지역 부동산 계약서 검토받고 싶어요,clean_prompt_0837,최근3년 기준 울산 소송및분쟁해결 분야의 착수금를 알려줘,,울산,,정보조회,보통,소송및분쟁해결,착수금,울산,최근3년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
건설인프라법무 관련 파트너수 통계를 2024년 기간으로 정리해주세요,부동산 계약서 검토받고 싶어요 법무법인 동래에서,clean_prompt_0838,건설인프라법무 관련 파트너수 통계를 2024년 기간으로 정리해주세요,,,,정보조회,보통,건설인프라법무,파트너수,부산연제구,2024년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 형사법무 분야 브랜드인지도 현황을 2024년 기준으로 알려줘요,급하게 김해에서 형사법무 특허 출원 절차가 궁금해요 알려주세요,clean_prompt_0839,김해 형사법무 분야 브랜드인지도 현황을 2024년 기준으로 알려줘,형사법무,김해,,정보조회,보통,형사법무,브랜드인지도,김해,2024년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원에서 형사법무 전문 변호사의 고객만족도와 부산변협 정보를 종합해서 설명해주세요,형사법무 전문가 특허 출원 절차가 궁금해요,clean_prompt_0840,창원에서 형사법무 전문 변호사의 고객만족도와 부산변협 정보를 종합해서 설명해주세요,형사법무,,,정보조회,보통,형사법무,고객만족도,창원,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해 환경법무 분야 시설규모 현황을 2025년 기준으로 알려줘요,김해 지역 특허 출원 절차가 궁금해요,clean_prompt_0841,김해 환경법무 분야 시설규모 현황을 2025년 기준으로 알려줘,,김해,,정보조회,보통,환경법무,시설규모,김해,2025년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원 IT통신법무 분야 지원인력 현황을 최근5년 기준으로 알려줘요,특허 출원 절차가 궁금해요 법무법인 동래에서,clean_prompt_0842,창원 IT통신법무 분야 지원인력 현황을 최근5년 기준으로 알려줘,,,,정보조회,보통,IT통신법무,지원인력,창원,최근5년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 경남 IT통신법무 변호사 법적정확성 평균은?,정확하게 경남에서 IT통신법무 노동법 위반 신고하고 싶어요 도움주세요,clean_prompt_0843,2025년 기준 경남 IT통신법무 변호사 법적정확성 평균은?,IT통신법무,경남,,거래상담,보통,IT통신법무,법적정확성,경남,2025년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산해운대 IT통신법무 분야 착수금 현황을 2024년 기준으로 알려줘요,IT통신법무 전문가 노동법 위반 신고하고 싶어요,clean_prompt_0844,부산해운대 IT통신법무 분야 착수금 현황을 2024년 기준으로 알려줘,IT통신법무,,,정보조회,보통,IT통신법무,착수금,부산해운대,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
소송및분쟁해결 관련 지원인력 통계를 2019-2023년 기간으로 정리해주세요,경남 지역 노동법 위반 신고하고 싶어요,clean_prompt_0845,소송및분쟁해결 관련 지원인력 통계를 2019-2023년 기간으로 정리해주세요,,경남,,정보조회,보통,소송및분쟁해결,지원인력,경남,2019-2023년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 기준 울산 개인정보보호 분야의 서비스품질를 알려줘요,노동법 위반 신고하고 싶어요 법무법인 동래에서,clean_prompt_0846,최근3년 기준 울산 개인정보보호 분야의 서비스품질를 알려줘,,,,정보조회,보통,개인정보보호,서비스품질,울산,최근3년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 소송및분쟁해결 분야 해결율 현황을 2025년 기준으로 알려줘요,신속하게 부울경에서 소송및분쟁해결 계약 분쟁이 발생했어요,clean_prompt_0847,부울경 소송및분쟁해결 분야 해결율 현황을 2025년 기준으로 알려줘,소송및분쟁해결,부울경,,정보조회,보통,소송및분쟁해결,해결율,부울경,2025년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
소송및분쟁해결 관련 사건처리속도 통계를 2025년 기간으로 정리해주세요,소송및분쟁해결 전문가 계약 분쟁이 발생했어요,clean_prompt_0848,소송및분쟁해결 관련 사건처리속도 통계를 2025년 기간으로 정리해주세요,소송및분쟁해결,,,정보조회,보통,소송및분쟁해결,사건처리속도,양산,2025년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경 개인정보보호 변호사 사건처리속도가 보통 얼마인가요?,부울경 지역 계약 분쟁이 발생했어요,clean_prompt_0849,부울경 개인정보보호 변호사 사건처리속도가 보통 얼마인가요?,,부울경,,정보조회,쉬움,개인정보보호,사건처리속도,부울경,2024년,대법원,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
IT통신법무 관련 변호사인원 통계를 2025년 기간으로 정리해주세요,계약 분쟁이 발생했어요 법무법인 동래에서,clean_prompt_0850,IT통신법무 관련 변호사인원 통계를 2025년 기간으로 정리해주세요,,,,정보조회,보통,IT통신법무,변호사인원,울산,2025년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 부동산법무 사건의 전문인력와 서비스 내용을 상담받고 싶습니다,급하게 김해에서 부동산법무 회사 설립 관련 법무 서비스가 필요해요 상담받고 싶어요,clean_prompt_0851,법무법인 동래에서 부동산법무 사건의 전문인력와 서비스 내용을 상담받고 싶습니다,부동산법무,김해,,거래상담,보통,부동산법무,전문인력,김해,2024년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부울경에서 부동산법무 전문 변호사의 성공보수와 대법원 정보를 종합해서 설명해주세요,부동산법무 전문가 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0852,부울경에서 부동산법무 전문 변호사의 성공보수와 대법원 정보를 종합해서 설명해주세요,부동산법무,,,정보조회,보통,부동산법무,성공보수,부울경,10년추세,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
김해에서 금융법무 전문 변호사의 법적정확성와 부산법원 정보를 종합해서 설명해주세요,김해 지역 회사 설립 관련 법무 서비스가 필요해요,clean_prompt_0853,김해에서 금융법무 전문 변호사의 법적정확성와 부산법원 정보를 종합해서 설명해주세요,,김해,,정보조회,보통,금융법무,법적정확성,김해,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 부산서면 지적재산권 분야의 시간당비용를 알려줘요,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서,clean_prompt_0854,10년추세 기준 부산서면 지적재산권 분야의 시간당비용를 알려줘,,,,정보조회,보통,지적재산권,시간당비용,부산서면,10년추세,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
