prompt,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,template_used,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions,sample_id,query
(환경법무) 사건의 (성공보수) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,환경법무,부산,,거래상담,보통,환경법무,성공보수,부산,최근3년,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,(환경법무) 사건의 (성공보수) 기준과 (부산) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0815,정확하게 김해에서 환경법무 부산에서 교통사고 변호사를 찾고 있어요 문의드려요
(환경법무) 관련 (고객만족도) 통계를 (최근5년) 기간으로 정리해주세요.,환경법무,부산,,정보조회,보통,환경법무,고객만족도,부산,최근5년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(환경법무) 관련 (고객만족도) 통계를 (최근5년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0816,환경법무 전문가 부산에서 교통사고 변호사를 찾고 있어요
(10년추세) 기준 (부산) (환경법무) 분야의 (수임료)를 알려줘.,,부산,,정보조회,보통,환경법무,수임료,부산,10년추세,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (부산) (환경법무) 분야의 (수임료)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0817,김해 지역 부산에서 교통사고 변호사를 찾고 있어요
(팬데믹이후) 기준 (부산) (IT통신법무) 분야의 (브랜드인지도)를 알려줘.,,부산,,정보조회,보통,IT통신법무,브랜드인지도,부산,팬데믹이후,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(팬데믹이후) 기준 (부산) (IT통신법무) 분야의 (브랜드인지도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0818,부산에서 교통사고 변호사를 찾고 있어요 법무법인 동래에서
(2024년) 기준 (창원) (계약법무) 변호사 (시간당비용) 평균은?,계약법무,창원,,거래상담,보통,계약법무,시간당비용,창원,2024년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,(2024년) 기준 (창원) (계약법무) 변호사 (시간당비용) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0819,신속하게 창원에서 계약법무 세무조사 대응 방법을 알고 싶어요 상담받고 싶어요
(계약법무) 관련 (시설규모) 통계를 (2024년) 기간으로 정리해주세요.,계약법무,,,정보조회,보통,계약법무,시설규모,부산연제구,2024년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(계약법무) 관련 (시설규모) 통계를 (2024년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0820,계약법무 전문가 세무조사 대응 방법을 알고 싶어요
(최근5년) 기준 (창원) (형사법무) 분야의 (시간당비용)를 알려줘.,,창원,,정보조회,보통,형사법무,시간당비용,창원,최근5년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (창원) (형사법무) 분야의 (시간당비용)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0821,창원 지역 세무조사 대응 방법을 알고 싶어요
(지적재산권) 관련 (전문인력) 통계를 (10년추세) 기간으로 정리해주세요.,,,,정보조회,보통,지적재산권,전문인력,창원,10년추세,부산변협,KO 0.9 : EN 0.1,정보조회,보통,(지적재산권) 관련 (전문인력) 통계를 (10년추세) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0822,세무조사 대응 방법을 알고 싶어요 법무법인 동래에서
(최근3년) 기준 (부산) (부동산법무) 변호사 (시간당비용) 평균은?,부동산법무,부산,,거래상담,보통,부동산법무,시간당비용,부산,최근3년,대법원,KO 0.9 : EN 0.1,거래상담,보통,(최근3년) 기준 (부산) (부동산법무) 변호사 (시간당비용) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0823,정확하게 부산서면에서 부동산법무 세무조사 대응 방법을 알고 싶어요 상담받고 싶어요
(2025년) 기준 (부산해운대) (부동산법무) 분야의 (브랜드인지도)를 알려줘.,부동산법무,,,정보조회,보통,부동산법무,브랜드인지도,부산해운대,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(2025년) 기준 (부산해운대) (부동산법무) 분야의 (브랜드인지도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0824,부동산법무 전문가 세무조사 대응 방법을 알고 싶어요
(부산)에서 (금융법무) 전문 변호사의 (승소율)와 (부산변협) 정보를 종합해서 설명해주세요.,,부산,,정보조회,보통,금융법무,승소율,부산,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,(부산)에서 (금융법무) 전문 변호사의 (승소율)와 (부산변협) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0825,부산서면 지역 세무조사 대응 방법을 알고 싶어요
(최근3년) 기준 (부산해운대) (지적재산권) 분야의 (총비용)를 알려줘.,,,,정보조회,보통,지적재산권,총비용,부산해운대,최근3년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(최근3년) 기준 (부산해운대) (지적재산권) 분야의 (총비용)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0826,세무조사 대응 방법을 알고 싶어요 법무법인 동래에서
법무법인 동래에서 (형사법무) 사건의 (브랜드인지도)와 서비스 내용을 상담받고 싶습니다.,형사법무,울산,,거래상담,보통,형사법무,브랜드인지도,울산,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (형사법무) 사건의 (브랜드인지도)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0827,급하게 울산에서 형사법무 회사 설립 관련 법무 서비스가 필요해요 문의드려요
(10년추세) 기준 (양산) (형사법무) 분야의 (지원인력)를 알려줘.,형사법무,,,정보조회,보통,형사법무,지원인력,양산,10년추세,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (양산) (형사법무) 분야의 (지원인력)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0828,형사법무 전문가 회사 설립 관련 법무 서비스가 필요해요
(소송및분쟁해결) 관련 (전문인력) 통계를 (최근5년) 기간으로 정리해주세요.,,울산,,정보조회,보통,소송및분쟁해결,전문인력,울산,최근5년,대법원,KO 0.9 : EN 0.1,정보조회,보통,(소송및분쟁해결) 관련 (전문인력) 통계를 (최근5년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0829,울산 지역 회사 설립 관련 법무 서비스가 필요해요
(최근5년) 기준 (부산연제구) (개인정보보호) 분야의 (서비스품질)를 알려줘.,,,,정보조회,보통,개인정보보호,서비스품질,부산연제구,최근5년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (부산연제구) (개인정보보호) 분야의 (서비스품질)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0830,회사 설립 관련 법무 서비스가 필요해요 법무법인 동래에서
법무법인 동래에서 (IT통신법무) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,IT통신법무,김해,,거래상담,보통,IT통신법무,법적정확성,김해,팬데믹이후,대법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (IT통신법무) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0831,급하게 김해에서 IT통신법무 노동법 위반 신고하고 싶어요 상담받고 싶어요
(IT통신법무) 관련 (브랜드인지도) 통계를 (최근3년) 기간으로 정리해주세요.,IT통신법무,,,정보조회,보통,IT통신법무,브랜드인지도,양산,최근3년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,(IT통신법무) 관련 (브랜드인지도) 통계를 (최근3년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0832,IT통신법무 전문가 노동법 위반 신고하고 싶어요
(2019-2023년) 기준 (김해) (형사법무) 분야의 (파트너수)를 알려줘.,,김해,,정보조회,보통,형사법무,파트너수,김해,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(2019-2023년) 기준 (김해) (형사법무) 분야의 (파트너수)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0833,김해 지역 노동법 위반 신고하고 싶어요
(의료헬스케어법무) 관련 (전문성) 통계를 (최근3년) 기간으로 정리해주세요.,,,,정보조회,보통,의료헬스케어법무,전문성,부산서면,최근3년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(의료헬스케어법무) 관련 (전문성) 통계를 (최근3년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0834,노동법 위반 신고하고 싶어요 법무법인 동래에서
(양산)에서 (금융법무) 전문 변호사의 (해결율)와 (부산지법) 정보를 종합해서 설명해주세요.,금융법무,양산,,정보조회,보통,금융법무,해결율,양산,10년추세,부산지법,KO 0.9 : EN 0.1,정보조회,보통,(양산)에서 (금융법무) 전문 변호사의 (해결율)와 (부산지법) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0835,양산에서 금융법무 노동법 위반 신고하고 싶어요
(양산)에서 (금융법무) 전문 변호사의 (시간당비용)와 (부산변협) 정보를 종합해서 설명해주세요.,금융법무,,,정보조회,보통,금융법무,시간당비용,양산,최근3년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,(양산)에서 (금융법무) 전문 변호사의 (시간당비용)와 (부산변협) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0836,금융법무 전문가 노동법 위반 신고하고 싶어요
(2024년) 기준 (양산) (기업법무) 분야의 (파트너수)를 알려줘.,,양산,,정보조회,보통,기업법무,파트너수,양산,2024년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(2024년) 기준 (양산) (기업법무) 분야의 (파트너수)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0837,양산 지역 노동법 위반 신고하고 싶어요
(최근5년) 기준 (울산) (기업법무) 분야의 (법적정확성)를 알려줘.,,,,정보조회,보통,기업법무,법적정확성,울산,최근5년,부산변협,KO 0.9 : EN 0.1,정보조회,보통,(최근5년) 기준 (울산) (기업법무) 분야의 (법적정확성)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0838,노동법 위반 신고하고 싶어요 법무법인 동래에서
법무법인 동래에서 (건설인프라법무) 사건의 (전문성)와 서비스 내용을 상담받고 싶습니다.,건설인프라법무,김해,,거래상담,보통,건설인프라법무,전문성,김해,팬데믹이후,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (건설인프라법무) 사건의 (전문성)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0839,신속하게 김해에서 건설인프라법무 노동법 위반 신고하고 싶어요 도움주세요
(건설인프라법무) 관련 (수임료) 통계를 (2019-2023년) 기간으로 정리해주세요.,건설인프라법무,,,정보조회,보통,건설인프라법무,수임료,부산연제구,2019-2023년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(건설인프라법무) 관련 (수임료) 통계를 (2019-2023년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0840,건설인프라법무 전문가 노동법 위반 신고하고 싶어요
(2019-2023년) 기준 (김해) (부동산법무) 분야의 (수임료)를 알려줘.,,김해,,정보조회,보통,부동산법무,수임료,김해,2019-2023년,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(2019-2023년) 기준 (김해) (부동산법무) 분야의 (수임료)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0841,김해 지역 노동법 위반 신고하고 싶어요
(계약법무) 관련 (사건처리속도) 통계를 (팬데믹이후) 기간으로 정리해주세요.,,,,정보조회,보통,계약법무,사건처리속도,김해,팬데믹이후,대법원,KO 0.9 : EN 0.1,정보조회,보통,(계약법무) 관련 (사건처리속도) 통계를 (팬데믹이후) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0842,노동법 위반 신고하고 싶어요 법무법인 동래에서
(개인정보보호) 관련 (수임료) 통계를 (2025년) 기간으로 정리해주세요.,개인정보보호,김해,,정보조회,보통,개인정보보호,수임료,김해,2025년,법률신문,KO 0.9 : EN 0.1,정보조회,보통,(개인정보보호) 관련 (수임료) 통계를 (2025년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0843,정확하게 김해에서 개인정보보호 이혼 절차와 비용이 궁금합니다
(10년추세) 기준 (부산연제구) (개인정보보호) 분야의 (브랜드인지도)를 알려줘.,개인정보보호,,,정보조회,보통,개인정보보호,브랜드인지도,부산연제구,10년추세,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(10년추세) 기준 (부산연제구) (개인정보보호) 분야의 (브랜드인지도)를 알려줘.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0844,개인정보보호 전문가 이혼 절차와 비용이 궁금합니다
(김해)에서 (조세법무) 전문 변호사의 (성공보수)와 (부산법원) 정보를 종합해서 설명해주세요.,,김해,,정보조회,보통,조세법무,성공보수,김해,2024년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,(김해)에서 (조세법무) 전문 변호사의 (성공보수)와 (부산법원) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0845,김해 지역 이혼 절차와 비용이 궁금합니다
(부산해운대)에서 (기업법무) 전문 변호사의 (브랜드인지도)와 (대한변협) 정보를 종합해서 설명해주세요.,,,,정보조회,보통,기업법무,브랜드인지도,부산해운대,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,(부산해운대)에서 (기업법무) 전문 변호사의 (브랜드인지도)와 (대한변협) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0846,이혼 절차와 비용이 궁금합니다 법무법인 동래에서
(IT통신법무) 사건의 (성공보수) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,IT통신법무,경남,,거래상담,보통,IT통신법무,성공보수,경남,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,(IT통신법무) 사건의 (성공보수) 기준과 (경남) 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0847,경남에서 IT통신법무 상속 관련 상담이 필요해요 상담받고 싶어요
(2019-2023년) 기준 (울산) (IT통신법무) 변호사 (법적정확성) 평균은?,IT통신법무,,,거래상담,보통,IT통신법무,법적정확성,울산,2019-2023년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,(2019-2023년) 기준 (울산) (IT통신법무) 변호사 (법적정확성) 평균은?,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0848,IT통신법무 전문가 상속 관련 상담이 필요해요
법무법인 동래에서 (지적재산권) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,,경남,,거래상담,보통,지적재산권,법적정확성,경남,2025년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (지적재산권) 사건의 (법적정확성)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0849,경남 지역 상속 관련 상담이 필요해요
법무법인 동래에서 (노동법무) 사건의 (변호사인원)와 서비스 내용을 상담받고 싶습니다.,,,,거래상담,보통,노동법무,변호사인원,김해,10년추세,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래에서 (노동법무) 사건의 (변호사인원)와 서비스 내용을 상담받고 싶습니다.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0850,상속 관련 상담이 필요해요 법무법인 동래에서
(조세법무) 관련 (고객대응품질) 통계를 (2019-2023년) 기간으로 정리해주세요.,조세법무,부산,,정보조회,보통,조세법무,고객대응품질,부산,2019-2023년,KISDI,KO 0.9 : EN 0.1,정보조회,보통,(조세법무) 관련 (고객대응품질) 통계를 (2019-2023년) 기간으로 정리해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0851,창원에서 조세법무 부산에서 교통사고 변호사를 찾고 있어요 알려주세요
(부산)에서 (조세법무) 전문 변호사의 (법적정확성)와 (법원행정처) 정보를 종합해서 설명해주세요.,조세법무,부산,,정보조회,보통,조세법무,법적정확성,부산,최근5년,법원행정처,KO 0.9 : EN 0.1,정보조회,보통,(부산)에서 (조세법무) 전문 변호사의 (법적정확성)와 (법원행정처) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0852,조세법무 전문가 부산에서 교통사고 변호사를 찾고 있어요
(부산)에서 (조세법무) 전문 변호사의 (성공보수)와 (법무부통계) 정보를 종합해서 설명해주세요.,,부산,,정보조회,보통,조세법무,성공보수,부산,팬데믹이후,법무부통계,KO 0.9 : EN 0.1,정보조회,보통,(부산)에서 (조세법무) 전문 변호사의 (성공보수)와 (법무부통계) 정보를 종합해서 설명해주세요.,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남",simple_prompt_0853,창원 지역 부산에서 교통사고 변호사를 찾고 있어요
